Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalFinishedSF,HouseAge,RemodelAge,OverallQualCond,TotalPorchSF,TotalGarageSize,OverallGrade,BathsPerBed,LotFrontageToLotArea,NeighborhoodMedianPrice
1252,120,RL,69.0,3136,None,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1405,1405,GasA,Ex,Y,SBrkr,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2003.0,RFn,2,478,TA,TA,Y,148,36,0,0,0,0,None,None,0,3,2006,WD,Normal,171750,2810,1405,3,3,35,36,480,14021,1.0,0.022002551020408163,315000.0
1253,20,RL,62.0,9858,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,354,864,GasA,TA,Y,SBrkr,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1968.0,RFn,1,288,TA,TA,Y,33,0,0,0,0,0,GdWo,Shed,600,11,2009,WD,Normal,130000,1738,1384,41,41,30,0,289,9840,0.3333333333333333,0.006289308176100629,153500.0
1254,60,RL,69.0,17542,None,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,ALQ,1031,36,1192,GasA,TA,Y,SBrkr,1516,651,0,2167,1,0,2,1,3,1,Gd,9,Typ,2,Gd,Attchd,1974.0,RFn,2,518,TA,TA,Y,220,47,0,0,0,0,MnPrv,None,0,7,2007,WD,Normal,294000,3359,3323,33,4,49,47,520,13818,0.8333333333333334,0.003933416942195873,218000.0
1255,60,RL,60.0,6931,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,746,746,GasA,Ex,Y,SBrkr,760,896,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,397,TA,TA,Y,178,128,0,0,0,0,None,None,0,7,2008,WD,Normal,165400,2402,1656,5,4,35,128,399,14021,0.8333333333333334,0.008656759486365604,121750.0
1256,50,RM,52.0,6240,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425,Unf,0,459,884,GasA,TA,Y,FuseA,959,408,0,1367,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1978.0,Unf,1,560,TA,TA,Y,0,0,0,0,120,0,None,None,0,11,2007,WD,Normal,127500,2251,1792,76,57,36,120,561,11586,0.3333333333333333,0.008333333333333333,124300.0
1257,20,RL,91.0,14303,None,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,Unf,0,672,1986,GasA,Ex,Y,SBrkr,1987,0,0,1987,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,691,TA,TA,Y,262,36,0,0,0,0,None,None,0,8,2008,WD,Normal,301500,3973,3301,14,14,40,36,693,15952,1.0,0.006362301615045795,301500.0
1258,30,RL,56.0,4060,None,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,864,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,None,None,1980.0,None,0,0,None,None,Y,0,96,0,0,0,0,None,None,0,7,2009,WD,Normal,99900,1728,864,87,59,40,96,0,9610,0.5,0.013793103448275862,121750.0
1259,80,RL,59.0,9587,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,0,201,856,GasA,Ex,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2005.0,Fin,2,400,TA,TA,Y,212,0,0,0,0,0,None,None,0,7,2008,WD,Normal,190000,2022,1821,3,3,35,0,402,14035,1.0,0.0061541671012829875,181000.0
1260,20,RL,65.0,9750,None,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602,LwQ,438,14,1054,GasA,Gd,Y,SBrkr,1054,0,0,1054,1,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1969.0,Unf,2,460,TA,TA,Y,180,0,0,0,80,0,None,None,0,7,2008,WD,Normal,151000,2108,2094,39,39,48,80,462,11814,0.5,0.006666666666666667,140000.0
1261,60,RL,69.0,24682,None,IR3,Lvl,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,841,841,GasA,Ex,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999.0,Fin,2,502,TA,TA,Y,0,103,0,0,0,0,None,None,0,6,2009,WD,Normal,181000,2516,1675,10,10,30,103,504,11994,0.8333333333333334,0.0027955595170569645,181000.0
1262,20,RL,80.0,9600,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,504,Unf,0,546,1050,GasA,Gd,Y,SBrkr,1050,0,0,1050,0,0,1,0,2,1,TA,5,Typ,0,None,Attchd,1956.0,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,128900,2100,1554,53,53,30,0,339,9780,0.5,0.008333333333333333,140000.0
1263,50,RL,69.0,11250,None,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,1104,1104,GasA,Ex,Y,FuseA,1104,684,0,1788,1,0,1,0,5,1,TA,8,Min2,2,TA,Attchd,1957.0,Unf,1,304,TA,TA,Y,120,0,0,0,0,0,None,None,0,11,2009,WD,Normal,161500,2892,1788,52,20,20,0,305,7828,0.2,0.0061333333333333335,200250.0
1264,70,RL,60.0,13515,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,764,764,GasA,Ex,Y,FuseA,1060,764,0,1824,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1940.0,Unf,2,520,TA,TA,N,0,0,126,0,0,0,GdPrv,None,0,7,2007,WD,Normal,180500,2588,1824,88,57,36,126,522,11514,0.3333333333333333,0.004439511653718091,124300.0
1265,120,RH,34.0,4060,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,0,1139,1405,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,1998.0,Fin,2,511,TA,TA,Y,144,68,0,0,0,0,None,None,0,8,2008,COD,Abnorml,181000,2742,1603,10,9,30,68,513,11988,1.0,0.008374384236453201,140000.0
1266,160,FV,35.0,3735,None,Reg,Lvl,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,241,691,GasA,Ex,Y,SBrkr,713,739,0,1452,1,0,2,1,3,1,Gd,6,Typ,0,None,Detchd,1999.0,Unf,2,506,TA,TA,Y,0,34,0,0,0,0,None,None,0,3,2006,WD,Normal,183900,2143,1902,7,7,35,34,508,13993,0.8333333333333334,0.009370816599732263,225500.0
1267,190,RM,60.0,10120,None,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,925,925,GasA,TA,N,FuseF,964,925,0,1889,0,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,1960.0,Unf,1,308,TA,TA,N,0,0,264,0,0,0,MnPrv,None,0,1,2007,WD,Normal,122000,2814,1889,97,57,28,264,309,13370,0.375,0.005928853754940711,119000.0
1268,20,RL,89.0,13214,None,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2002,2002,GasA,Ex,Y,SBrkr,2018,0,0,2018,0,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3,746,TA,TA,Y,144,76,0,0,0,0,None,None,0,5,2010,WD,Normal,378500,4020,2018,2,1,45,76,749,18072,0.6666666666666666,0.0067352807628273045,228475.0
1269,50,RL,69.0,14100,None,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,728,GasA,Ex,Y,SBrkr,1968,1479,0,3447,0,0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3,1014,TA,TA,Y,314,12,0,0,0,0,GdWo,None,0,5,2008,WD,Normal,381000,4175,3639,73,11,72,12,1017,15480,0.875,0.004893617021276595,200624.0
1270,50,RL,78.0,11344,None,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0,414,874,GasW,TA,Y,FuseA,874,650,0,1524,0,0,1,1,3,1,TA,7,Typ,0,None,Attchd,1958.0,Unf,1,315,TA,TA,Y,0,0,0,0,0,0,GdWo,None,0,7,2007,WD,Normal,144000,2398,1984,49,49,25,0,316,9790,0.5,0.006875881523272214,140000.0
1271,40,RL,69.0,23595,None,Reg,Low,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,74,1332,GasA,TA,Y,SBrkr,1332,192,0,1524,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,2,586,TA,TA,Y,268,0,0,0,0,0,None,None,0,4,2010,WD,Normal,260000,2856,2782,31,31,42,0,588,13853,inf,0.0029243483788938336,200250.0
1272,20,RL,69.0,9156,None,IR1,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1489,1489,GasA,Gd,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1968.0,RFn,2,462,TA,TA,Y,0,0,0,0,0,0,None,None,0,8,2009,WD,Normal,185750,2978,1489,41,41,42,0,464,11808,0.6666666666666666,0.007536041939711665,182900.0
1273,20,RL,69.0,13526,None,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,375,0,935,GasA,TA,Y,SBrkr,935,0,0,935,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1965.0,Unf,1,288,TA,TA,Y,180,0,0,0,0,0,MnPrv,None,0,11,2006,WD,Normal,137000,1870,1870,41,41,30,0,289,9825,0.3333333333333333,0.005101286411355907,135000.0
1274,80,RL,124.0,11512,None,IR1,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,1019,GasA,Gd,Y,SBrkr,1357,0,0,1357,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1,312,TA,TA,Y,0,0,0,0,163,0,GdPrv,None,0,5,2008,WD,Normal,177000,2376,2076,49,2,42,163,313,11754,0.5,0.010771369006254344,121750.0
1275,50,RL,53.0,5362,None,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,661,661,GasA,Ex,Y,SBrkr,661,589,0,1250,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2,552,TA,TA,Y,242,0,81,0,0,0,None,None,0,11,2007,WD,Normal,139000,1911,1250,97,4,30,81,554,9550,0.6666666666666666,0.00988437150317046,200624.0
1276,90,RL,95.0,11345,None,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,708,928,GasA,Gd,Y,FuseA,928,992,0,1920,0,0,2,0,4,2,TA,10,Typ,0,None,Detchd,1948.0,Unf,2,400,TA,Fa,Y,0,0,0,0,0,0,None,None,0,7,2007,WD,Normal,137000,2848,2140,59,57,25,0,402,9740,0.5,0.008373732921992068,140000.0
1277,60,RL,69.0,12936,None,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0,130,723,GasA,TA,Y,SBrkr,735,660,0,1395,0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2,497,TA,TA,Y,294,116,0,0,0,0,None,None,0,12,2009,WD,Normal,162000,2118,1988,37,37,36,116,499,11832,0.5,0.005333951762523191,182900.0
1278,80,RL,69.0,17871,None,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,GasA,Fa,Y,SBrkr,1724,0,0,1724,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2,480,TA,TA,Y,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,197900,3404,2252,42,33,30,0,482,11802,0.5,0.003861003861003861,182900.0
1279,60,RL,75.0,9473,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,324,1128,GasA,Ex,Y,SBrkr,1128,903,0,2031,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,577,TA,TA,Y,0,211,0,0,0,0,None,None,0,3,2008,WD,Normal,237000,3159,2835,6,6,40,211,579,16016,0.8333333333333334,0.007917238467222632,197200.0
1280,50,C (all),60.0,7500,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,GasA,TA,Y,FuseA,698,430,0,1128,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1980.0,RFn,2,528,TA,TA,Y,30,0,164,0,0,0,None,None,0,4,2010,COD,Abnorml,68400,1826,1128,90,60,16,164,530,7680,0.5,0.008,103000.0
1281,20,RL,67.0,9808,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,1573,GasA,Ex,Y,SBrkr,1573,0,0,1573,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2002.0,RFn,2,544,TA,TA,Y,0,72,0,0,0,0,None,None,0,3,2009,WD,Normal,227000,3146,2361,7,7,35,72,546,14014,0.6666666666666666,0.00683115823817292,197200.0
1282,20,RL,50.0,8049,None,IR1,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0,256,1309,GasA,TA,Y,SBrkr,1339,0,0,1339,1,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2,484,Gd,Gd,Y,0,58,0,0,90,0,None,None,0,7,2006,WD,Normal,180000,2648,2392,16,16,35,148,486,13930,1.0,0.006211951795254069,228475.0
1283,20,RL,61.0,8800,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,Gd,5,Typ,0,None,Detchd,1977.0,Unf,2,484,TA,TA,Y,0,0,0,0,288,0,None,None,0,9,2009,WD,Normal,150500,2080,1716,32,1,35,288,486,9885,0.6666666666666666,0.006931818181818182,197200.0
1284,90,RL,94.0,9400,None,Reg,Low,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,912,912,GasA,TA,Y,SBrkr,912,912,0,1824,0,0,2,2,4,2,TA,8,Typ,0,None,None,1980.0,None,0,0,None,None,Y,128,0,0,0,0,0,None,None,0,4,2010,WD,Normal,139000,2736,1824,39,39,30,0,0,11826,0.75,0.01,153500.0
1285,50,RL,50.0,9638,None,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,804,GasA,Ex,Y,SBrkr,1699,748,0,2447,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1,336,TA,TA,Y,272,0,42,0,116,0,None,None,0,3,2010,WD,Normal,169000,3251,2447,91,20,42,158,337,11514,0.5,0.005187798298402158,139500.0
1286,50,RM,50.0,6000,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,GasA,Ex,Y,FuseF,825,587,0,1412,0,0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,280,TA,TA,Y,45,0,0,0,0,0,None,None,0,5,2009,WD,Normal,132500,2192,1412,70,59,36,0,281,11634,0.25,0.008333333333333333,124300.0
1287,20,RL,69.0,9790,None,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,1328,GasA,TA,Y,SBrkr,1328,0,0,1328,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2,528,TA,TA,Y,0,26,0,0,0,0,None,None,0,6,2010,WD,Normal,143000,2656,1978,47,47,30,26,530,11778,0.5,0.007048008171603677,182900.0
1288,20,RL,69.0,36500,None,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0,812,1624,GasA,Fa,Y,SBrkr,1582,0,0,1582,0,1,2,0,4,1,TA,7,Typ,0,None,Attchd,1964.0,Unf,2,390,TA,TA,N,168,198,0,0,0,0,None,None,0,6,2006,WD,Normal,190000,3206,2394,42,42,25,198,392,9820,0.5,0.0018904109589041097,200250.0
1289,120,RL,40.0,5664,None,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,0,343,1501,GasA,Ex,Y,SBrkr,1659,0,0,1659,1,0,2,0,2,1,Ex,5,Typ,1,Ex,Attchd,2000.0,Fin,2,499,TA,TA,Y,212,59,0,0,0,0,None,None,0,10,2009,WD,Normal,278000,3160,2817,9,9,40,59,501,16000,1.0,0.007062146892655367,278000.0
1290,60,RL,86.0,11065,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,GasA,Ex,Y,SBrkr,1120,850,0,1970,0,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2006.0,Fin,3,753,TA,TA,Y,177,74,0,0,0,0,None,None,0,10,2006,New,Partial,281000,3055,1970,0,0,40,74,756,16048,0.8333333333333334,0.007772254857659286,315000.0
1291,80,RL,69.0,14112,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,1152,GasA,TA,Y,SBrkr,1152,0,0,1152,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2,484,TA,TA,Y,227,0,0,0,0,0,None,None,0,4,2010,WD,Normal,180500,2304,2166,46,46,35,0,486,9820,0.3333333333333333,0.004889455782312925,140000.0
1292,160,RM,21.0,1680,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0,399,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,1972.0,Unf,1,264,TA,TA,Y,185,0,0,0,0,0,None,None,0,2,2009,WD,Normal,119500,1932,1533,37,37,35,0,265,9860,0.8333333333333334,0.0125,106000.0
1293,70,RM,60.0,6600,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,994,GasA,TA,N,SBrkr,1378,994,0,2372,0,0,2,0,4,2,TA,11,Min2,0,None,Attchd,1985.0,RFn,1,432,TA,TA,Y,0,287,0,0,0,0,None,None,0,12,2009,WD,Normal,107500,3366,2372,117,44,20,287,433,9460,0.5,0.00909090909090909,119000.0
1294,60,RL,78.0,10140,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,832,GasA,TA,Y,SBrkr,832,832,0,1664,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1976.0,RFn,2,528,TA,TA,Y,0,28,0,0,259,0,GdWo,None,0,3,2006,WD,Normal,162900,2496,1858,30,30,35,287,530,13832,0.625,0.007692307692307693,182900.0
1295,20,RL,60.0,8172,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0,697,864,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1957.0,Unf,2,572,TA,TA,N,0,0,0,0,0,0,None,None,0,4,2006,WD,Normal,115000,1728,1031,51,16,35,0,574,9775,0.5,0.007342143906020558,121750.0
1296,20,RL,70.0,8400,None,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,1052,GasA,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,1,3,1,TA,5,Typ,0,None,Attchd,1968.0,RFn,1,288,TA,TA,Y,356,0,0,0,0,0,GdWo,None,0,11,2006,WD,Normal,138500,2104,2068,38,38,25,0,289,9840,0.5,0.008333333333333333,140000.0
1297,20,RL,80.0,8700,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,1120,GasA,Gd,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,1,TA,6,Typ,0,None,Attchd,1963.0,RFn,2,525,TA,TA,Y,192,20,123,0,0,0,MnPrv,None,0,12,2008,WD,Normal,155000,2248,1904,45,45,30,143,527,9815,0.6666666666666666,0.009195402298850575,140000.0
